🌞央视频道,#genre#
龙华卡通频高,http://220.134.197.148:8521/http/220.130.87.218:8068/hls/14/80/cstv14.m3u8
龙华戏剧频高,http://220.134.197.148:8579/http/220.130.87.218:8068/hls/13/80/cstv13.m3u8
龙华日韩频高,http://220.134.197.148:8581/http/220.130.87.218:8068/hls/12/80/cstv12.m3u8
龙华偶像频高,http://220.134.197.148:8582/http/220.130.87.218:8068/hls/11/80/cstv11.m3u8
龙华电影频高,http://220.134.197.148:8583/http/220.130.87.218:8068/hls/10/80/cstv10.m3u8
纬来电影频高,http://220.134.197.148:8556/http/220.130.214.23:8088/hls/69/811/ch35.m3u8
纬来戏剧频高,http://220.134.197.148:8534/http/220.130.87.218:8081/hls/69/811/ch33.m3u8
纬来综合频高,http://220.134.197.148:8519/http/220.130.214.23:8088/hls/68/810/ch32.m3u8
纬来日本频高,http://220.134.197.148:8538/http/220.130.214.23:8088/hls/69/811/ch34.m3u8
纬来育乐频高,http://220.134.197.148:8563/http/220.130.214.23:8088/hls/68/810/ch30.m3u8
纬来体育频高,http://220.134.197.148:8564/http/220.130.214.23:8088/hls/67/809/ch28.m3u8
韩国娱乐频高,http://220.134.197.148:8524/http/220.130.214.23:8092/upload/116/KMTV_TS-1111_1.m3u8
年代综合频高,http://220.134.197.148:8530/http/220.130.214.23:8088/hls/72/814/ch45.m3u8
非凡商业频高,http://220.134.197.148:8546/http/220.130.214.23:8088/hls/74/816/ch56.m3u8
东风卫视频高,http://220.134.197.148:8529/http/220.130.214.23:8088/hls/68/810/ch31.m3u8
人间卫视频高,http://220.134.197.148:8507/http/220.130.214.23:8088/hls/69/811/ch36.m3u8
大爱电视频高,http://220.134.197.148:8508/http/220.130.214.23:8088/hls/73/815/ch52.m3u8
好消息壹频高,http://220.134.197.148:8509/http/220.130.214.23:8088/hls/74/816/ch53.m3u8
亚洲旅游频高,http://220.134.197.148:8514/http/220.130.214.23:8088/hls/76/818/ch61.m3u8
旅游生活频高,http://220.134.197.148:8512/http/220.130.214.23:8088/hls/70/812/ch38.m3u8
宠物频道频高,http://220.134.197.148:8562/http/220.130.214.23:8078/hls/40/80/pettv.m3u8
动物星球频高,http://220.134.197.148:8513/http/220.130.214.23:8088/hls/70/812/ch37.m3u8
MO_亲子频高,http://220.134.197.148:8535/http/220.130.87.218:8081/hls/90/80/momo4max.m3u8
MO_综合频高,http://220.134.197.148:8566/http/220.130.214.23:8088/hls/76/818/momo_max.m3u8
HBO电影频高,http://220.134.197.148:8558/http/220.130.214.23:8088/hls/71/813/ch41.m3u8
AXN电影频高,http://220.134.197.148:8559/http/220.130.214.23:8088/hls/71/813/ch43.m3u8
Amc电影频高,http://220.134.197.148:8561/http/220.130.214.23:8092/upload/115/AMC_TS-1111_1.m3u8
好莱电影频高,http://220.134.197.148:8555/http/220.130.214.23:8088/hls/74/816/ch55.m3u8
CineMax频高,http://220.134.197.148:8560/http/220.130.214.23:8088/hls/71/813/ch42.m3u8
Tracesport高,http://220.134.197.148:8510/http/220.130.214.23:8092/upload/212/TraceS_TS-1111_1.m3u8
DISCOVery高,http://220.134.197.148:8511/http/220.130.214.23:8088/hls/71/813/ch44.m3u8
TAIWAN'频高,http://220.134.197.148:8539/http/220.130.214.23:8088/hls/87/80/PtsTaiwanPlus4max.m3u8
NHK日本频高,http://220.134.197.148:8553/http/220.130.214.23:8088/hls/62/804/ch06.m3u8


🌞[台湾专线特快2],#genre#

公视,http://150.138.77.132:10037/xxw/Smartv.php?id=ctv_taiwan
台视,http://150.138.77.132:10037/xxw/Smartv.php?id=ttv_taiwan
中视,http://150.138.77.132:10037/xxw/Smartv.php?id=zhongshihd_twn
民视,http://150.138.77.132:10037/xxw/Smartv.php?id=ftvhd_taiwan
华视,http://150.138.77.132:10037/xxw/Smartv.php?id=ctshd_twn
大爱二,http://150.138.77.132:10037/xxw/Smartv.php?id=catchplay_twn
TVBS,http://150.138.77.132:10037/xxw/Smartv.php?id=tvbs
TVBS新闻,http://150.138.77.132:10037/xxw/Smartv.php?id=tvbs_n
TVBS欢乐,http://150.138.77.132:10037/xxw/Smartv.php?id=tvbshuanle_twn
年代新闻,http://150.138.77.132:10037/xxw/Smartv.php?id=niandainews_twn
中天新闻,http://150.138.77.132:10037/xxw/Smartv.php?id=ctinews
中天娱乐 ,http://150.138.77.132:10037/xxw/Smartv.php?id=ctient
中天综合,http://150.138.77.132:10037/xxw/Smartv.php?id=ctizhonghe
中天亚洲,http://150.138.77.132:10037/xxw/Smartv.php?id=ctiasia_twn
台视新闻,http://150.138.77.132:10037/xxw/Smartv.php?id=ttvnews_twn
台视综合,http://150.138.77.132:10037/xxw/Smartv.php?id=ttvzhonghe_twn
中视经典,http://http://150.138.77.132:10037/xxw/Smartv.php?id=zhongshi_twn
中视新闻,http://150.138.77.132:10037/xxw/Smartv.php?id=zhongshinews_twn
非凡新闻,http://http://150.138.77.132:10037/xxw/Smartv.php?id=feifannews_twn
民视新闻,http://150.138.77.132:10037/xxw/Smartv.php?id=ftvnew_taiwan
民视台湾,http://150.138.77.132:10037/xxw/Smartv.php?id=ftvtaiwan_twn
八大第一,http://150.138.77.132:10037/xxw/Smartv.php?id=badafirst
八大综合,http://150.138.77.132:10037/xxw/Smartv.php?id=badazhonghe
八大戏剧,http://150.138.77.132:10037/xxw/Smartv.php?id=badadrama
八大娱乐,http://150.138.77.132:10037/xxw/Smartv.php?id=badaentertain
三立台湾,http://150.138.77.132:10037/xxw/Smartv.php?id=sanlitaiwan
三立综合,http://150.138.77.132:10037/xxw/Smartv.php?id=sanlizhonghe
三立戏剧,http://150.138.77.132:10037/xxw/Smartv.php?id=sanlixiju_twn
三立新闻,http://150.138.77.132:10037/xxw/Smartv.php?id=inews_twn
东森综合,http://150.138.77.132:10037/xxw/Smartv.php?id=ettvzhonghe
东森超视,http://150.138.77.132:10037/xxw/Smartv.php?id=ettvsuper
东森戏剧,http://150.138.77.132:10037/xxw/Smartv.php?id=ettvdrama
东森财经,http://150.138.77.132:10037/xxw/Smartv.php?id=ettvcaijing_twn
东森电影,http://150.138.77.132:10037/xxw/Smartv.php?id=ettvmovie
东森洋片,http://150.138.77.132:10037/xxw/Smartv.php?id=ettvwestern
东森幼幼,http://150.138.77.132:10037/xxw/Smartv.php?id=yoyo_twn
龙华洋片,http://150.138.77.132:10037/xxw/Smartv.php?id=lunghuawestern_twn
龙详时代,http://150.138.77.132:10037/xxw/Smartv.php?id=lungxiangtime_twn
龙华戏剧,http://150.138.77.132:10037/xxw/Smartv.php?id=lunghuaxiju_twn
龙华偶像,http://150.138.77.132:10037/xxw/Smartv.php?id=lunghuaidol_twn
龙华卡通,http://150.138.77.132:10037/xxw/Smartv.php?id=jingtiancartoon_twn
靖天卡通,http://150.138.77.132:10037/xxw/Smartv.php?id=jingtiancartoon_twn
靖天国际,http://150.138.77.132:10037/xxw/Smartv.php?id=jingtianintl_twn
探索亚洲,http://150.138.77.132:10037/xxw/Smartv.php?id=discoverytwn_twn
卫视中文,http://150.138.77.132:10037/xxw/Smartv.php?id=weishichinese_twn
卫视电影,http://150.138.77.132:10037/xxw/Smartv.php?id=weishimovie_twn
美亚电影,http://150.138.77.132:10037/xxw/Smartv.php?id=meiyamovie_twn
星卫电影,http://150.138.77.132:10037/xxw/Smartv.php?id=xingwei_movie
旅游生活,http://150.138.77.132:10037/xxw/Smartv.php?id=tlc_twn
亚洲旅游,http://150.138.77.132:10037/xxw/Smartv.php?id=asiatravel_twn
亚洲美食,http://150.138.77.132:10037/xxw/Smartv.php?id=afc_twn
美食星球,http://150.138.77.132:10037/xxw/Smartv.php?id=foodplanet_twn
动物星球,http://150.138.77.132:10037/xxw/Smartv.php?id=AnimalPlanet
动物星球一,http://150.138.77.132:10037/xxw/Smartv.php?id=animalplanet_twn
博斯网球,http://150.138.77.132:10037/xxw/Smartv.php?id=bositennis_twn
博斯运动一,http://150.138.77.132:10037/xxw/Smartv.php?id=bosisport1_twn
博斯高球二,http://150.138.77.132:10037/xxw/Smartv.php?id=bosigolf2_twn
博斯运动二,http://150.138.77.132:10037/xxw/Smartv.php?id=bosisport2_twn
国家地理,http://150.138.77.132:10037/xxw/Smartv.php?id=natgeohd_twn
野生动物,http://150.138.77.132:10037/xxw/Smartv.php?id=natgeowild_twn
地理野生,http://150.138.77.132:10037/xxw/Smartv.php?id=natgeowildtamil_raj
EYETV戏剧,http://150.138.77.132:10037/xxw/Smartv.php?id=eyetvxiju_twn
EYETV旅游,http://150.138.77.132:10037/xxw/Smartv.php?id=?id=eyetvtravel_twn
好莱坞电影,http://150.138.77.132:10037/xxw/Smartv.php?id=hollywoodmovies_twn
爱尔达体育二,http://150.138.77.132:10037/xxw/Smartv.php?id=eltasport2_twn
爱尔达体育三,http://150.138.77.132:10037/xxw/Smartv.php?id=eltasport3_twn
🌞台湾,#genre#
中视, rtmp://f13h.mine.nu:1935/sat/tv091
中视, rtmp://f13h.mine.nu/sat/tv091
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
TVBS,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8?$LR
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
台视新闻,http://222.128.55.152:9080/live/ts.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
中天新闻,http://222.128.55.152:9080/live/fc.m3u8
寰宇新闻,http://222.128.55.152:9080/live/hy.m3u8
东森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
东森洋片,http://50.7.234.10:8278/ettvwestern/playlist.m3u8?tid=mfdfc048e6c2416337202&ct=17874&tsum=cad39b26202d525ea820bee1d69e545f
CTS华语,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
生命电视,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8
番薯电视,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
番薯电视,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
momoTV, rtmp://f13h.mine.nu/sat/tv761
momoTV, rtmp://f13h.mine.nu:1935/sat/tv761
小公视, https://stream1.freetv.fun/f415852174b30f1fc43d85ce4bf9347586de6f2d688ba1fe1a4095a9db20dcdd.m3u8
小公视, https://stream1.freetv.fun/ca6355af1ed58595d492f59a1882f17ba6d6e0c7b2e41ae6e5582d6200321f4d.m3u8
小公视, https://stream1.freetv.fun/7706c9338690da43482dbd4abf4cefef0b6e84553b859c7b8071aed4f96b4d9e.m3u8
台湾+, https://stream1.freetv.fun/d15985f31d80867da609592a63a89e4f0ee53d70520b96c9b9006c710fea2224.m3u8
台湾+,https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8
中视,http://198.16.100.186:8278/zhongshihd_twn/playlist.m3u8?tid=MBDB6720263767202637&ct=19249&tsum=edd778f298b53c39b3b9706700032605
中视,http://50.7.234.10:8278/zhongshihd_twn/playlist.m3u8?tid=MB8B7313326473133264&ct=19226&tsum=ae7506028e559f3a6e2a3519b2f6a91e
中视,rtmp://f13h.mine.nu:1935/sat/tv091
中视,rtmp://9hv9.mine.nu/sat/tv091
中视,http://50.7.234.10:8278/zhongshihd_twn/playlist.m3u8?tid=MB4B2404962324049623&ct=19193&tsum=671b112a447ed494ae6219c14d0fab93
中视,http://50.7.234.10:8278/zhongshihd_twn/playlist.m3u8?ct=19226&tid=MB8B7313326473133264&tsum=ae7506028e559f3a6e2a3519b2f6a91e
中视,rtmp://60.248.77.83/sat/tv091
中视经典,http://50.7.234.10:8278/zhongshi_twn/playlist.m3u8?tid=MECE1189477111894771&ct=19234&tsum=582d215df269921b0c0ce288b5fac94a
中视经典,http://50.7.234.10:8278/zhongshi_twn/playlist.m3u8?tid=14379667&ct=17988&tsum=de63d02f44741580b5070077d1949841
中视经典,http://50.7.234.10:8278/zhongshi_twn/playlist.m3u8?tid=mffe9aaf8765f&ct=18335&tsum=bcdd7a2ce4a5498b1449cb26a01150c0
中视新闻,http://198.16.100.186:8278/ca73a13c37/playlist.m3u8?tid=mee3f06f682eb&ct=18335&tsum=7491cceca17c1e2af05824583855f8bd
中视新闻,http://198.16.100.186:8278/zhongshinews_twn/playlist.m3u8?tid=MD0D3377711133777111&ct=19249&tsum=ffaee3fe7040c96643b3c7f12bf2de8d
中视新闻,http://198.16.100.186:8278/zhongshinews_twn/playlist.m3u8?tid=MAAA4459856044598560&ct=19193&tsum=1b7bdea69c00cd48e31f13442c75c376
中视新闻,http://50.7.234.10:8278/ca73a13c37/playlist.m3u8?tid=mee3f06f682eb&ct=18335&tsum=7491cceca17c1e2af05824583855f8bd
中天新闻,http://ali.hlspull.yximgs.com/live/qwt_zhongtianxinwen.flv
中天新闻,https://gdfire2.67890123.cn:8088/live/ztxw.m3u8
中天新闻,https://gdfire2.67890123.cn:8088/live/ztxw2.m3u8
中天新闻,https://zt.dracwoundshop.eu.org/live/stream.m3u8
中天新闻,http://jnzq.ohoyee.com:9080/live/fc.m3u8
中天新闻,http://222.128.55.152:9080/live/fc.m3u8
中天亚洲,http://50.7.234.10:8278/ctiasia_twn/playlist.m3u8?tid=MBDB2043146120431461&ct=19234&tsum=ba6deb1dd785ef48ec39eda87a905fb6
中天亚洲,http://198.16.100.186:8278/ctiasia_twn/playlist.m3u8?tid=MBAB5565131955651319&ct=19249&tsum=6c292a6f51658779ced6a108f779ed35
中天亚洲,http://50.7.234.10:8278/ctiasia_twn/playlist.m3u8?tid=MC3C8838319088383190&ct=19226&tsum=6eaf7a477dd08b06a5dc54b4c05e52e1
中天亚洲,http://50.7.234.10:8278/ctiasia_twn/playlist.m3u8?tid=mfc2c5bc6c101&ct=18335&tsum=d074a602fcd98718afeb8fc9a18fa964
中天亚洲,http://50.7.234.10:8278/ctiasia_twn/playlist.m3u8?tid=MFFF9983745599837455&ct=19193&tsum=ee61e179a8c619a076c515514d68e24e
中天娱乐,http://50.7.234.10:8278/ctient/playlist.m3u8?tid=MDED1780059017800590&ct=19226&tsum=4d05ea700aa8fd436b51ce703680e674
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
中天娱乐,http://50.7.234.10:8278/ctient/playlist.m3u8?tid=m6780c60bd34a13540795&ct=17874&tsum=06089e289a460b0685447b7656d550e3
中天综合,http://198.16.100.186:8278/ctizhonghe/playlist.m3u8?tid=MB6B3888954738889547&ct=19254&tsum=d0cb922e44e8a16bea598530697c581e
中天综合,http://50.7.234.10:8278/ctizhonghe/playlist.m3u8?tid=m85005aeec85b14021104&ct=17874&tsum=69f19f4b12ab79d2ee683b28cdb1c8ca
中天综合,http://50.7.234.10:8278/ctizhonghe/playlist.m3u8?tid=MB6B3888954738889547&ct=19254&tsum=d0cb922e44e8a16bea598530697c581e
公视,http://xn--94q.l5.ca/daili/Smartv.php?id=ctv_taiwan
公视,http://198.16.100.186:8278/ctv_taiwan/playlist.m3u8?tid=MDCD6096520560965205&ct=19249&tsum=64237c7ffa0c00b62657a938247bcab0
公视,http://50.7.234.10:8278/ctv_taiwan/playlist.m3u8?ct=17990&tid=13765524&tsum=03eb77c1c186944b97737f14e95076c0
公视,http://50.7.234.10:8278/ctv_taiwan/playlist.m3u8?tid=MCCC8750228587502285&ct=19225&tsum=aca6268c0dd9f618ed5e944942132557
公视,http://50.7.234.10:8278/ctv_taiwan/playlist.m3u8?tid=MD4D6839548568395485&ct=19193&tsum=56b3e3b150f4fcbc1877e081b313bcd4
TVBS新闻,https://live.tvfix.org/live/tvbsnews/1/v4000000/index.m3u8
TVB星河,http://php.jdshipin.com:8880/PLTV/iptv.php?id=xinghe
TVB星河,http://23.175.201.119:20004/xinghe_1/xinghe_1.stream/chunklist_w100006.m3u8
TVB星河,http://php.jdshipin.com/TVOD/iptv.php?id=xinghe
TVB星河,http://1b6467f415.iok.la:9931/tsfile/live/1008_1.m3u8
TVB娱乐新闻,http://23.175.201.119:20004/enew/enew.stream/chunklist_w100000003.m3u8
TVB娱乐新闻,http://v2hcdn.jdshipin.com/enew/enew.stream/chunklist_w103.m3u8
TVB娱乐新闻,http://php.jdshipin.com/TVOD/iptv.php?id=tvbylxw
龙华电影,https://cdn8.163189.xyz/live/lhdy/stream.m3u8
龙华经典,https://cdn8.163189.xyz/live/lhjd/stream.m3u8
龙华偶像,https://cdn8.163189.xyz/live/lhox/stream.m3u8
龙华日韩,https://cdn8.163189.xyz/live/lhrh/stream.m3u8
龙华戏剧,https://cdn8.163189.xyz/live/lhxj/stream.m3u8
靖天国际,http://198.16.100.186:8278/jingtianintl_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=5bfb3aef7cf468e9b1377324fccbfc68
靖天国际,http://198.16.100.186:8278/jingtianintl_twn/playlist.m3u8?tid=MC7C4153806141538061&ct=19254&tsum=79854f3ccdc23693ea39da52af54d35b
靖天卡通,http://50.7.234.10:8278/jingtiancartoon_twn/playlist.m3u8?tid=ME5E1118588611185886&ct=19234&tsum=9c155f39f9a4dcbe438a21f39a33ce77
靖天卡通,http://198.16.100.186:8278/jingtiancartoon_twn/playlist.m3u8?tid=MD1D2636832926368329&ct=19226&tsum=22c17cfa6920f0b4a9d45746ac25c547
靖天卡通,http://50.7.234.10:8278/jingtiancartoon_twn/playlist.m3u8?tid=m1465dab025b5&ct=18335&tsum=ba935e583d90bfbe1d1d9662e9ac600c
靖天卡通,http://198.16.100.186:8278/jingtiancartoon_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=f5657d632cedda0ca11bac82e3168618
龙华电影,http://50.7.234.10:8278/xingwei_movie/playlist.m3u8?tid=MBAB2096754620967546&ct=18392&tsum=2c800c1f0b6cc98d2404608c294dcbc2
龙华电影,http://50.7.234.10:8278/xingwei_movie/playlist.m3u8?tid=MBDB4578128345781283&ct=19225&tsum=f2041ec954c95b4a5fe29d7ccbfe5b60
龙华电影,http://198.16.100.186:8278/xingwei_movie/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=53153e05f428f28b65eb5559ae5b9dc0
龙华经典,http://198.16.100.186:8278/lunghuajingdian_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=96207c471d439515e0067b333e3b5459
靖天卡通,http://50.7.234.10:8278/jingtiancartoon_twn/playlist.m3u8?tid=MEEE6701222267012222&ct=19226&tsum=c1da0f03bc493ce969726d15fc9c0286
靖天卡通,http://198.16.100.186:8278/jingtiancartoon_twn/playlist.m3u8?tid=MEEE6701222267012222&ct=19226&tsum=c1da0f03bc493ce969726d15fc9c0286
龙华偶像,http://50.7.234.10:8278/lunghuaidol_twn/playlist.m3u8?tid=MD6D6087277960872779&ct=19249&tsum=83e30fd8200429793355d21bf37719ff
龙华偶像,http://198.16.100.186:8278/lunghuaidol_twn/playlist.m3u8?tid=MD6D6087277960872779&ct=19249&tsum=83e30fd8200429793355d21bf37719ff
龙华戏剧,http://50.7.234.10:8278/lunghuaxiju_twn/playlist.m3u8?tid=m5c1b0bf1531015581628&ct=17874&tsum=2d2c4d6761fa92d63b97c0fe787007cb
龙华戏剧,http://198.16.100.186:8278/lunghuaxiju_twn/playlist.m3u8?tid=m5c1b0bf1531015581628&ct=17874&tsum=2d2c4d6761fa92d63b97c0fe787007cb
龙华戏剧,http://198.16.100.186:8278/lunghuaxiju_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=6e351c1cca8c4f6d4a8be9b8d774dc0a
龙华戏剧,http://50.7.234.10:8278/lunghuaxiju_twn/playlist.m3u8?tid=MF2F2793524427935244&ct=19249&tsum=db1ef83fbbbae9a364979295fd690f7d
龙华戏剧,http://198.16.100.186:8278/lunghuaxiju_twn/playlist.m3u8?tid=MBAB4709384347093843&ct=19226&tsum=a2a7258f8565588e10b8da2f26ba8039
龙华洋片,http://50.7.234.10:8278/lunghuajingdian_twn/playlist.m3u8?tid=MC2C7597780175977801&ct=19249&tsum=b7602981567d8f0171e8de29154f5014
龙华洋片,http://198.16.100.186:8278/lunghuawestern_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=3c9ccd421d05ff4a3af2c02d56b4b3c6
龙华洋片,http://50.7.234.10:8278/lunghuawestern_twn/playlist.m3u8?tid=MC1C3944472239444722&ct=19226&tsum=99c0c7c82e2fc48b16605865c3eaeb82
龙华洋片,http://50.7.234.10:8278/lunghuawestern_twn/playlist.m3u8?tid=MF7F3761146937611469&ct=19234&tsum=e8b375d0c73fff5a34a7e3b4de2f53bb
凤凰电影,http://122.224.58.42:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰香港,http://bziyunshao.synology.me:8890/bysid/85
凤凰香港,http://tri-metal.dsmynas.net:8001/bysid/85.m3u8

凤凰香港,http://203.205.191.53/qctv.fengshows.cn/live/0701phk72.flv
凤凰香港,https://live.tvfix.org/live/fwxg/2/v4000000/index.m3u8
凤凰香港,http://124.95.180.107:6718/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8
凤凰香港,http://8hb85846je10.vicp.fun:5000/bysid/85.m3u8
凤凰中文,http://zqh2333.top:2222/rtp/239.93.24.9:2192
凤凰中文,http://203.205.191.53/qctv.fengshows.cn/live/0701pcc72.flv
凤凰中文,https://live.tvfix.org/live/fhzw/1/v4000000/index.m3u8

凤凰中文,http://124.95.180.107:6718/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8

凤凰资讯,https://live.tvfix.org/live/fwzx/1/v4000000/index.m3u8
凤凰资讯,http://198.16.100.186:8278/phoenixinfo_hd/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=eebd39d54d44acac9b9e72161dd32374
凤凰资讯,http://124.95.180.107:6718/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰资讯,http://zqh2333.top:2222/rtp/239.93.24.4:2191
凤凰资讯,http://203.205.191.53/qctv.fengshows.cn/live/0701pin72.flv
龙祥时代,http://198.16.100.186:8278/lungxiangtime_twn/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=97b5a1d6e0010c40e6d8781805a70ba2
龙祥时代,http://xn--94q.l5.ca/daili/Smartv.php?id=lungxiangtime_twn
星光视界,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
星光院线,http://zqh2333.top:2222/rtp/239.93.24.139:5140
星空卫视,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
龙华电影,http://50.7.234.10:8278/xingwei_movie/playlist.m3u8?tid=MB7B3700339537003395&ct=19249&tsum=54d5231b311c4cd2b6716eafe88bb0dd
星光视界,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
星光院线,http://zqh2333.top:2222/rtp/239.93.24.139:5140
星空卫视,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
龙华电影,http://50.7.234.10:8278/xingwei_movie/playlist.m3u8?tid=MB7B3700339537003395&ct=19249&tsum=54d5231b311c4cd2b6716eafe88bb0dd
三立台湾,http://50.7.234.10:8278/sanlitaiwan/playlist.m3u8?tid=MD3D6272113862721138&ct=19344&tsum=67db4abe16d57b8ac1ca573eab42c5e4
三立台湾,http://198.16.100.186:8278/sanlitaiwan/playlist.m3u8?tid=m92ccadc4dc3718157816&ct=17874&tsum=3570a8198ca0fb7ebb803807e38b33fb
三立戏剧,http://198.16.100.186:8278/sanlixiju_twn/playlist.m3u8?tid=MA8A4626080046260800&ct=19053&tsum=205a453781925ebfb8996c1db8d4ed59
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
三立戏剧,http://50.7.234.10:8278/sanlixiju_twn/playlist.m3u8?tid=MCFC5174201151742011&ct=19193&tsum=27477ddeec029345da276c2c903f09c2
三立戏剧,http://198.16.100.186:8278/sanlixiju_twn/playlist.m3u8?ct=19226&tid=MBDB8405357084053570&tsum=78944c0951d21a699e46fff4318a3799
三立综合,http://198.16.100.186:8278/sanlizhonghe/playlist.m3u8?tid=MF4F9472920894729208&ct=19249&tsum=874aaa2015440b417746e5c11fa40220
三立综合,http://50.7.234.10:8278/sanlizhonghe/playlist.m3u8?tid=m3362167a08a014596868&ct=17874&tsum=4472a7c943b67bf52fe5e836ca9f3b6b
纬来电影,http://50.7.234.10:8278/videolandmovie/playlist.m3u8?tid=ma2dac66da407&ct=18335&tsum=9a5a39559f64a71081ef9b3a85f2886c
纬来精采,http://61.221.215.25:8800/hls/48/index.m3u8
纬来日本,rtmp://f13h.mine.nu:1935/sat/tv771
纬来日本,rtmp://9hv9.mine.nu/sat/tv771
纬来日本,rtmp://f13h.mine.nu/sat/tv771
纬来日本,rtmp://60.248.77.83/sat/tv771
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来体育,rtmp://9hv9.mine.nu/sat/tv721.flv
纬来体育,rtmp://60.248.77.83/sat/tv721
纬来体育,rtmp://9hv9.mine.nu/sat/tv721
纬来体育,rtmp://f13h.mine.nu:1935/sat/tv721
纬来育乐,rtmp://9hv9.mine.nu/sat/tv701
纬来育乐,rtmp://f13h.mine.nu:1935/sat/tv701
纬来育乐,rtmp://60.248.77.83/sat/tv701
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来体育,rtmp://60.248.77.83/sat/tv721
纬来体育,rtmp://9hv9.mine.nu/sat/tv721.flv
纬来体育,https://smart.pendy.dpdns.org/Smart.php?id=videolandsport
纬来精采,http://61.221.215.25:8800/hls/48/index.m3u8


🇨🇳港一-频道,#genre#
凤凰中文,http://zqh2333.top:2222/rtp/239.93.24.9:2192
凤凰中文,http://203.205.191.53/qctv.fengshows.cn/live/0701pcc72.flv
凤凰中文,https://live.tvfix.org/live/fhzw/1/v4000000/index.m3u8
凤凰资讯,https://live.tvfix.org/live/fwzx/1/v4000000/index.m3u8
凤凰资讯,http://198.16.100.186:8278/phoenixinfo_hd/playlist.m3u8?tid=MF7F5665582956655829&ct=19396&tsum=eebd39d54d44acac9b9e72161dd32374
凤凰资讯,http://124.95.180.107:6718/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰资讯,http://zqh2333.top:2222/rtp/239.93.24.4:2191
凤凰资讯,http://203.205.191.53/qctv.fengshows.cn/live/0701pin72.flv
凤凰香港,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/fenghuangxiu22.php?id=hk
凤凰资讯,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/fenghuangxiu22.php?id=info
凤凰中文,http://156.238.253.62:5555/tvbox/公众号好享生活小助手/fenghuangxiu22.php?id=cn
中天亚洲台,http://ali.hlspull.yximgs.com/live/qwt_zhongtianxinwen.flv
翡翠台,http://erp.giihgtidg.com:8080/live/jade01.m3u8
无线新闻,http://erp.giihgtidg.com:8080/live/wxxw01.m3u8
凤凰香港,http://bziyunshao.synology.me:8890/bysid/85
凤凰香港,http://tri-metal.dsmynas.net:8001/bysid/85.m3u8
凤凰香港,http://203.205.191.53/qctv.fengshows.cn/live/0701phk72.flv
凤凰香港,https://live.tvfix.org/live/fwxg/2/v4000000/index.m3u8
凤凰香港,http://124.95.180.107:6718/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8
凤凰香港,http://8hb85846je10.vicp.fun:5000/bysid/85.m3u8
